[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
34.190	27809	0.87
34.195	23493	0.74
34.200	27439	0.86
34.205	30000	0.94
34.210	21850	0.69
34.215	27281	0.86
34.220	25028	0.79
34.225	25970	0.82
34.230	27855	0.88
34.235	24992	0.79
34.240	28796	0.90
34.245	26257	0.83
34.250	28692	0.90
34.255	27573	0.87
34.260	26877	0.84
34.265	26439	0.83
34.270	26141	0.82
34.275	27308	0.86
34.280	26875	0.84
34.285	25179	0.79
34.290	26844	0.84
34.295	26566	0.83
34.300	25045	0.79
34.305	26398	0.83
34.310	24748	0.78
34.315	27630	0.87
34.320	27216	0.86
34.325	25910	0.81
34.330	27614	0.87
34.335	25457	0.80
34.340	27426	0.86
34.345	26613	0.84
34.350	26128	0.82
34.355	26921	0.85
34.360	26996	0.85
34.365	24271	0.76
34.370	27039	0.85
34.375	27158	0.85
34.380	25373	0.80
34.385	27011	0.85
34.390	24892	0.78
34.395	26929	0.85
34.400	26962	0.85
34.405	26009	0.82
34.410	26732	0.84
34.415	25163	0.79
34.420	28113	0.88
34.425	28089	0.88
34.430	27733	0.87
34.435	27211	0.86
34.440	25957	0.82
34.445	27533	0.87
34.450	27632	0.87
34.455	27682	0.87
34.460	27825	0.87
34.465	26057	0.82
34.470	26704	0.84
34.475	26287	0.83
34.480	24700	0.78
34.485	27678	0.87
34.490	25801	0.81
34.495	24925	0.78
34.500	27584	0.87
34.505	25954	0.82
34.510	27569	0.87
34.515	24455	0.77
34.520	26114	0.82
34.525	25670	0.81
34.530	24485	0.77
34.535	27595	0.87
34.540	27161	0.85
34.545	24513	0.77
34.550	27090	0.85
34.555	25808	0.81
34.560	24287	0.76
34.565	24599	0.77
34.570	27137	0.85
34.575	27440	0.86
34.580	24594	0.77
34.585	26933	0.85
34.590	27436	0.86
34.595	26208	0.82
34.600	27247	0.86
34.605	26001	0.82
34.610	27632	0.87
34.615	25890	0.81
34.620	24584	0.77
34.625	26932	0.85
34.630	25834	0.81
34.635	23511	0.74
34.640	26678	0.84
34.645	25785	0.81
34.650	28517	0.90
34.655	28549	0.90
34.660	25315	0.80
34.665	28155	0.88
34.670	27806	0.87
34.675	25176	0.79
34.680	28762	0.90
34.685	27140	0.85
34.690	24981	0.79
34.695	27431	0.86
34.700	25828	0.81
34.705	27268	0.86
34.710	26612	0.84
34.715	24929	0.78
34.720	27754	0.87
34.725	24218	0.76
34.730	27850	0.88
34.735	24962	0.78
34.740	22750	0.71
34.745	27034	0.85
34.750	26800	0.84
34.755	27205	0.85
34.760	27944	0.88
34.765	25543	0.80
34.770	27468	0.86
34.775	26203	0.82
34.780	24839	0.78
34.785	27767	0.87
34.790	23165	0.73
34.795	26248	0.82
34.800	27376	0.86
34.805	25324	0.80
34.810	28633	0.90
34.815	24963	0.78
34.820	25732	0.81
34.825	23958	0.75
34.830	23461	0.74
34.835	25339	0.80
34.840	25226	0.79
34.845	23236	0.73
34.850	28038	0.88
34.855	24896	0.78
34.860	25264	0.79
34.865	24901	0.78
34.870	25152	0.79
34.875	26661	0.84
34.880	25205	0.79
34.885	26348	0.83
34.890	28005	0.88
34.895	25412	0.80
34.900	25304	0.80
34.905	25525	0.80
34.910	26394	0.83
34.915	25478	0.80
34.920	25518	0.80
34.925	25458	0.80
34.930	25114	0.79
34.935	24507	0.77
34.940	26116	0.82
34.945	23506	0.74
34.950	25914	0.81
34.955	24459	0.77
34.960	26530	0.83
34.965	25175	0.79
34.970	25308	0.80
34.975	26959	0.85
34.980	27650	0.87
34.985	24266	0.76
34.990	27399	0.86
34.995	27261	0.86
35.000	23202	0.73
35.005	27950	0.88
35.010	24421	0.77
35.015	27954	0.88
35.020	26778	0.84
35.025	23276	0.73
35.030	26052	0.82
35.035	27012	0.85
35.040	26604	0.84
35.045	25579	0.80
35.050	24210	0.76
35.055	26056	0.82
35.060	24030	0.76
35.065	25617	0.81
35.070	26432	0.83
35.075	25447	0.80
35.080	27267	0.86
35.085	24857	0.78
35.090	26126	0.82
35.095	26650	0.84
35.100	22633	0.71
35.105	23456	0.74
35.110	21177	0.67
35.115	24093	0.76
35.120	25165	0.79
35.125	24912	0.78
35.130	27537	0.87
35.135	26504	0.83
35.140	25302	0.80
35.145	26730	0.84
35.150	23633	0.74
35.155	27145	0.85
35.160	26487	0.83
35.165	24610	0.77
35.170	25641	0.81
35.175	25388	0.80
35.180	27049	0.85
35.185	25866	0.81
35.190	23901	0.75
35.195	26157	0.82
35.200	26406	0.83
35.205	25275	0.79
35.210	25241	0.79
35.215	23125	0.73
35.220	24554	0.77
35.225	24199	0.76
35.230	24166	0.76
35.235	23049	0.72
35.240	25148	0.79
35.245	24296	0.76
35.250	25036	0.79
35.255	24230	0.76
35.260	23109	0.73
35.265	24871	0.78
35.270	25325	0.80
35.275	26470	0.83
35.280	25267	0.79
35.285	26128	0.82
35.290	26298	0.83
35.295	22248	0.70
35.300	25115	0.79
35.305	24324	0.76
35.310	23310	0.73
35.315	26786	0.84
35.320	22800	0.72
35.325	27652	0.87
35.330	23910	0.75
35.335	23740	0.75
35.340	26064	0.82
35.345	23283	0.73
35.350	26447	0.83
35.355	25371	0.80
35.360	23432	0.74
35.365	25784	0.81
35.370	22890	0.72
35.375	24501	0.77
35.380	26564	0.83
35.385	24568	0.77
35.390	24557	0.77
35.395	24101	0.76
35.400	26293	0.83
35.405	23756	0.75
35.410	24448	0.77
35.415	24735	0.78
35.420	23911	0.75
35.425	23698	0.74
35.430	24347	0.77
35.435	26134	0.82
35.440	24343	0.77
35.445	23902	0.75
35.450	24201	0.76
35.455	23881	0.75
35.460	20741	0.65
35.465	25085	0.79
35.470	25680	0.81
35.475	24309	0.76
35.480	25497	0.80
35.485	23255	0.73
35.490	23566	0.74
35.495	25338	0.80
35.500	24555	0.77
35.505	25628	0.81
35.510	23471	0.74
35.515	28212	0.89
35.520	25988	0.82
35.525	25398	0.80
35.530	25300	0.80
35.535	23464	0.74
35.540	24163	0.76
35.545	25037	0.79
35.550	23050	0.72
35.555	26100	0.82
35.560	23229	0.73
35.565	24880	0.78
35.570	25097	0.79
35.575	22065	0.69
35.580	22579	0.71
35.585	24862	0.78
35.590	25320	0.80
35.595	26947	0.85
35.600	24891	0.78
35.605	26619	0.84
35.610	23658	0.74
35.615	23862	0.75
35.620	23441	0.74
35.625	23095	0.73
35.630	23018	0.72
35.635	23494	0.74
35.640	22000	0.69
35.645	26234	0.82
35.650	23663	0.74
35.655	23676	0.74
35.660	24340	0.76
35.665	22558	0.71
35.670	24752	0.78
35.675	24064	0.76
35.680	22352	0.70
35.685	24068	0.76
35.690	22694	0.71
35.695	23633	0.74
35.700	23390	0.74
35.705	24220	0.76
35.710	25016	0.79
35.715	25114	0.79
35.720	24713	0.78
35.725	23826	0.75
35.730	23208	0.73
35.735	23478	0.74
35.740	22670	0.71
35.745	24961	0.78
35.750	24389	0.77
35.755	23310	0.73
35.760	23629	0.74
35.765	22568	0.71
35.770	23792	0.75
35.775	24642	0.77
35.780	23656	0.74
35.785	23257	0.73
35.790	22859	0.72
35.795	21704	0.68
35.800	25528	0.80
35.805	24162	0.76
35.810	22208	0.70
35.815	24650	0.77
35.820	23906	0.75
35.825	24966	0.78
35.830	21763	0.68
35.835	24208	0.76
35.840	23604	0.74
35.845	24214	0.76
35.850	23013	0.72
35.855	25744	0.81
35.860	23797	0.75
35.865	23849	0.75
35.870	23203	0.73
35.875	24288	0.76
35.880	23148	0.73
35.885	21727	0.68
35.890	25582	0.80
35.895	26351	0.83
35.900	26767	0.84
35.905	25686	0.81
35.910	26937	0.85
35.915	24898	0.78
35.920	26176	0.82
35.925	23439	0.74
35.930	23349	0.73
35.935	23576	0.74
35.940	22730	0.71
35.945	24457	0.77
35.950	24150	0.76
35.955	23034	0.72
35.960	25702	0.81
35.965	23151	0.73
35.970	24721	0.78
35.975	23344	0.73
35.980	21041	0.66
35.985	22144	0.70
35.990	21727	0.68
35.995	23726	0.75
36.000	23923	0.75
36.005	23546	0.74
36.010	24303	0.76
36.015	22358	0.70
36.020	24193	0.76
36.025	23288	0.73
36.030	25272	0.79
36.035	23405	0.74
36.040	21041	0.66
36.045	24902	0.78
36.050	24501	0.77
36.055	22394	0.70
36.060	21442	0.67
36.065	21419	0.67
36.070	22606	0.71
36.075	20465	0.64
36.080	21081	0.66
36.085	24525	0.77
36.090	24512	0.77
36.095	24518	0.77
36.100	25841	0.81
36.105	25228	0.79
36.110	23960	0.75
36.115	24355	0.77
36.120	25198	0.79
36.125	21854	0.69
36.130	22576	0.71
36.135	20998	0.66
36.140	23551	0.74
36.145	21128	0.66
36.150	24322	0.76
36.155	22590	0.71
36.160	20252	0.64
36.165	23201	0.73
36.170	23545	0.74
36.175	25329	0.80
36.180	23334	0.73
36.185	22409	0.70
36.190	23368	0.73
36.195	23256	0.73
36.200	21631	0.68
36.205	25183	0.79
36.210	20116	0.63
36.215	22818	0.72
36.220	24296	0.76
36.225	22198	0.70
36.230	24685	0.78
36.235	24121	0.76
36.240	23457	0.74
36.245	24001	0.75
36.250	21671	0.68
36.255	23219	0.73
36.260	22883	0.72
36.265	23939	0.75
36.270	25313	0.80
36.275	23341	0.73
36.280	24357	0.77
36.285	21971	0.69
36.290	21508	0.68
36.295	23324	0.73
36.300	23246	0.73
36.305	20127	0.63
36.310	24327	0.76
36.315	21303	0.67
36.320	22508	0.71
36.325	22875	0.72
36.330	22552	0.71
36.335	25756	0.81
36.340	23279	0.73
36.345	24543	0.77
36.350	22425	0.70
36.355	17986	0.57
36.360	22571	0.71
36.365	20685	0.65
36.370	23737	0.75
36.375	20400	0.64
36.380	20928	0.66
36.385	23298	0.73
36.390	23623	0.74
36.395	23770	0.75
36.400	22832	0.72
36.405	22818	0.72
36.410	22190	0.70
36.415	24540	0.77
36.420	22537	0.71
36.425	21620	0.68
36.430	20921	0.66
36.435	21141	0.66
36.440	23159	0.73
36.445	22406	0.70
36.450	23020	0.72
36.455	20941	0.66
36.460	24332	0.76
36.465	24024	0.75
36.470	20220	0.64
36.475	23382	0.73
36.480	20849	0.66
36.485	22566	0.71
36.490	23023	0.72
36.495	21872	0.69
36.500	23433	0.74
36.505	22442	0.71
36.510	21702	0.68
36.515	23353	0.73
36.520	20521	0.64
36.525	24718	0.78
36.530	23875	0.75
36.535	23672	0.74
36.540	24666	0.78
36.545	21205	0.67
36.550	23042	0.72
36.555	22850	0.72
36.560	21151	0.66
36.565	24076	0.76
36.570	23193	0.73
36.575	21430	0.67
36.580	24679	0.78
36.585	19468	0.61
36.590	22383	0.70
36.595	23699	0.74
36.600	21311	0.67
36.605	20480	0.64
36.610	21550	0.68
36.615	20747	0.65
36.620	21945	0.69
36.625	23180	0.73
36.630	22662	0.71
36.635	20954	0.66
36.640	20717	0.65
36.645	22157	0.70
36.650	21168	0.67
36.655	23205	0.73
36.660	19932	0.63
36.665	22215	0.70
36.670	23067	0.72
36.675	21383	0.67
36.680	22446	0.71
36.685	21357	0.67
36.690	22893	0.72
36.695	21471	0.67
36.700	19000	0.60
36.705	21925	0.69
36.710	22432	0.70
36.715	21128	0.66
36.720	21176	0.67
36.725	21192	0.67
36.730	22129	0.70
36.735	22053	0.69
36.740	20594	0.65
36.745	20177	0.63
36.750	24243	0.76
36.755	24086	0.76
36.760	21036	0.66
36.765	19579	0.62
36.770	24380	0.77
36.775	21607	0.68
36.780	20890	0.66
36.785	23781	0.75
36.790	21935	0.69
36.795	22165	0.70
36.800	20925	0.66
36.805	20661	0.65
36.810	23245	0.73
36.815	21796	0.68
36.820	22254	0.70
36.825	22948	0.72
36.830	19968	0.63
36.835	21468	0.67
36.840	23002	0.72
36.845	19438	0.61
36.850	21341	0.67
36.855	22063	0.69
36.860	22994	0.72
36.865	21907	0.69
36.870	21141	0.66
36.875	23140	0.73
36.880	20457	0.64
36.885	21373	0.67
36.890	23869	0.75
36.895	22018	0.69
36.900	22595	0.71
36.905	21481	0.68
36.910	22169	0.70
36.915	22647	0.71
36.920	21671	0.68
36.925	23536	0.74
36.930	20947	0.66
36.935	20361	0.64
36.940	22119	0.70
36.945	22247	0.70
36.950	23064	0.72
36.955	22188	0.70
36.960	18892	0.59
36.965	22152	0.70
36.970	20355	0.64
36.975	23876	0.75
36.980	21716	0.68
36.985	21140	0.66
36.990	21858	0.69
36.995	22154	0.70
37.000	21821	0.69
37.005	21335	0.67
37.010	20498	0.64
37.015	22584	0.71
37.020	22605	0.71
37.025	21945	0.69
37.030	21436	0.67
37.035	22589	0.71
37.040	20407	0.64
37.045	21237	0.67
37.050	22027	0.69
37.055	21201	0.67
37.060	20132	0.63
37.065	23988	0.75
37.070	22976	0.72
37.075	23184	0.73
37.080	23060	0.72
37.085	22026	0.69
37.090	21551	0.68
37.095	20128	0.63
37.100	19718	0.62
37.105	22839	0.72
37.110	21311	0.67
37.115	20958	0.66
37.120	20756	0.65
37.125	17375	0.55
37.130	20667	0.65
37.135	23208	0.73
37.140	20895	0.66
37.145	21624	0.68
37.150	21130	0.66
37.155	19146	0.60
37.160	22663	0.71
37.165	19406	0.61
37.170	23056	0.72
37.175	21988	0.69
37.180	21814	0.69
37.185	23138	0.73
37.190	22616	0.71
37.195	21815	0.69
37.200	23447	0.74
37.205	17148	0.54
37.210	20651	0.65
37.215	22018	0.69
37.220	21822	0.69
37.225	21942	0.69
37.230	21797	0.68
37.235	24083	0.76
37.240	21071	0.66
37.245	20725	0.65
37.250	22217	0.70
37.255	21422	0.67
37.260	22549	0.71
37.265	18971	0.60
37.270	21561	0.68
37.275	23572	0.74
37.280	18980	0.60
37.285	22253	0.70
37.290	21083	0.66
37.295	19097	0.60
37.300	24676	0.78
37.305	19698	0.62
37.310	18826	0.59
37.315	20664	0.65
37.320	19722	0.62
37.325	22742	0.71
37.330	20919	0.66
37.335	19948	0.63
37.340	22095	0.69
37.345	19059	0.60
37.350	21199	0.67
37.355	21045	0.66
37.360	19536	0.61
37.365	22668	0.71
37.370	23235	0.73
37.375	21169	0.67
37.380	20616	0.65
37.385	18720	0.59
37.390	22805	0.72
37.395	18796	0.59
37.400	20393	0.64
37.405	21560	0.68
37.410	21340	0.67
37.415	23342	0.73
37.420	21700	0.68
37.425	19499	0.61
37.430	20800	0.65
37.435	18131	0.57
37.440	22520	0.71
37.445	20466	0.64
37.450	19738	0.62
37.455	20556	0.65
37.460	21468	0.67
37.465	21260	0.67
37.470	21083	0.66
37.475	19752	0.62
37.480	20361	0.64
37.485	21321	0.67
37.490	17176	0.54
37.495	21826	0.69
37.500	18891	0.59
37.505	20025	0.63
37.510	23188	0.73
37.515	20205	0.63
37.520	21750	0.68
37.525	18634	0.59
37.530	21794	0.68
37.535	22819	0.72
37.540	18572	0.58
37.545	19427	0.61
37.550	18263	0.57
37.555	20021	0.63
37.560	23700	0.74
37.565	18575	0.58
37.570	19249	0.60
37.575	18491	0.58
37.580	21063	0.66
37.585	19988	0.63
37.590	19155	0.60
37.595	20588	0.65
37.600	22130	0.70
37.605	20232	0.64
37.610	21820	0.69
37.615	20699	0.65
37.620	19322	0.61
37.625	19704	0.62
37.630	17392	0.55
37.635	20416	0.64
37.640	19184	0.60
37.645	19692	0.62
37.650	20230	0.64
37.655	20480	0.64
37.660	20615	0.65
37.665	22787	0.72
37.670	20628	0.65
37.675	21457	0.67
37.680	20168	0.63
37.685	20686	0.65
37.690	19462	0.61
37.695	20158	0.63
37.700	19679	0.62
37.705	18476	0.58
37.710	20596	0.65
37.715	19525	0.61
37.720	22311	0.70
37.725	20722	0.65
37.730	19624	0.62
37.735	21227	0.67
37.740	21201	0.67
37.745	19186	0.60
37.750	18875	0.59
37.755	18143	0.57
37.760	20638	0.65
37.765	21030	0.66
37.770	19178	0.60
37.775	19621	0.62
37.780	19952	0.63
37.785	19115	0.60
37.790	18144	0.57
37.795	19872	0.62
37.800	22853	0.72
37.805	21867	0.69
37.810	20665	0.65
37.815	22439	0.71
37.820	21138	0.66
37.825	21173	0.67
37.830	22102	0.69
37.835	20753	0.65
37.840	19609	0.62
37.845	19021	0.60
37.850	20118	0.63
37.855	20215	0.64
37.860	19778	0.62
37.865	18703	0.59
37.870	22710	0.71
37.875	18195	0.57
37.880	22086	0.69
37.885	17237	0.54
37.890	22411	0.70
37.895	21835	0.69
37.900	18363	0.58
37.905	20584	0.65
37.910	18467	0.58
37.915	20593	0.65
37.920	19501	0.61
37.925	18819	0.59
37.930	19111	0.60
37.935	20081	0.63
37.940	22423	0.70
37.945	19291	0.61
37.950	18673	0.59
37.955	19728	0.62
37.960	19698	0.62
37.965	21050	0.66
37.970	21440	0.67
37.975	21011	0.66
37.980	22403	0.70
37.985	18080	0.57
37.990	21688	0.68
37.995	21474	0.67
38.000	20832	0.65
38.005	21241	0.67
38.010	21012	0.66
38.015	19738	0.62
38.020	21081	0.66
38.025	17799	0.56
38.030	19946	0.63
38.035	18616	0.59
38.040	20102	0.63
38.045	20567	0.65
38.050	18824	0.59
38.055	19331	0.61
38.060	20237	0.64
38.065	16619	0.52
38.070	19589	0.62
38.075	21687	0.68
38.080	21059	0.66
38.085	19664	0.62
38.090	18577	0.58
38.095	22915	0.72
38.100	22167	0.70
38.105	16498	0.52
38.110	20871	0.66
38.115	18229	0.57
38.120	19776	0.62
38.125	21848	0.69
38.130	17957	0.56
38.135	18272	0.57
38.140	19124	0.60
38.145	22707	0.71
38.150	21805	0.69
38.155	20554	0.65
38.160	19922	0.63
38.165	18368	0.58
38.170	18597	0.58
38.175	20316	0.64
38.180	17763	0.56
38.185	19909	0.63
38.190	20987	0.66
38.195	19432	0.61
38.200	21831	0.69
38.205	20615	0.65
38.210	20940	0.66
38.215	21342	0.67
38.220	19254	0.61
38.225	20657	0.65
38.230	21759	0.68
38.235	22141	0.70
38.240	20932	0.66
38.245	17421	0.55
38.250	22412	0.70
38.255	20125	0.63
38.260	17134	0.54
38.265	20342	0.64
38.270	16987	0.53
38.275	19629	0.62
38.280	21855	0.69
38.285	17702	0.56
38.290	17020	0.53
38.295	19972	0.63
38.300	19881	0.62
38.305	20726	0.65
38.310	15013	0.47
38.315	20915	0.66
38.320	21643	0.68
38.325	19048	0.60
38.330	21084	0.66
38.335	19703	0.62
38.340	22310	0.70
38.345	22386	0.70
38.350	17337	0.54
38.355	21915	0.69
38.360	20790	0.65
38.365	17398	0.55
38.370	20784	0.65
38.375	19602	0.62
38.380	21831	0.69
38.385	19554	0.61
38.390	19976	0.63
38.395	20786	0.65
38.400	20160	0.63
38.405	21557	0.68
38.410	21164	0.67
38.415	21287	0.67
38.420	22134	0.70
38.425	20208	0.64
38.430	21379	0.67
38.435	19625	0.62
38.440	19400	0.61
38.445	19623	0.62
38.450	20486	0.64
38.455	19056	0.60
38.460	17648	0.55
38.465	17487	0.55
38.470	19102	0.60
38.475	17707	0.56
38.480	17679	0.56
38.485	18201	0.57
38.490	17929	0.56
38.495	19158	0.60
38.500	21595	0.68
38.505	19873	0.62
38.510	17728	0.56
38.515	19576	0.62
38.520	17247	0.54
38.525	21501	0.68
38.530	18559	0.58
38.535	21023	0.66
38.540	17948	0.56
38.545	20178	0.63
38.550	19283	0.61
38.555	18992	0.60
38.560	19594	0.62
38.565	11021	0.35
38.570	18140	0.57
38.575	21207	0.67
38.580	19107	0.60
38.585	19488	0.61
38.590	18554	0.58
38.595	17050	0.54
38.600	20401	0.64
38.605	18965	0.60
38.610	20012	0.63
38.615	18206	0.57
38.620	18576	0.58
38.625	17342	0.54
38.630	19127	0.60
38.635	18793	0.59
38.640	20418	0.64
38.645	19722	0.62
38.650	20375	0.64
38.655	20404	0.64
38.660	17104	0.54
38.665	21169	0.67
38.670	16885	0.53
38.675	18792	0.59
38.680	20688	0.65
38.685	17405	0.55
38.690	19748	0.62
38.695	20686	0.65
38.700	17932	0.56
38.705	20198	0.63
38.710	15950	0.50
38.715	19553	0.61
38.720	21907	0.69
38.725	20001	0.63
38.730	21314	0.67
38.735	19368	0.61
38.740	19111	0.60
38.745	18671	0.59
38.750	18469	0.58
38.755	18539	0.58
38.760	19741	0.62
38.765	17917	0.56
38.770	17849	0.56
38.775	20248	0.64
38.780	16828	0.53
38.785	17894	0.56
38.790	19400	0.61
38.795	20619	0.65
38.800	18805	0.59
38.805	19579	0.62
38.810	17989	0.57
38.815	16618	0.52
38.820	18655	0.59
38.825	20662	0.65
38.830	17874	0.56
38.835	20391	0.64
38.840	20360	0.64
38.845	19176	0.60
38.850	21776	0.68
38.855	18149	0.57
38.860	16937	0.53
38.865	20161	0.63
38.870	18554	0.58
38.875	22424	0.70
38.880	18126	0.57
38.885	20445	0.64
38.890	20829	0.65
38.895	17259	0.54
38.900	18594	0.58
38.905	18809	0.59
38.910	19340	0.61
38.915	20313	0.64
38.920	19109	0.60
38.925	18714	0.59
38.930	20764	0.65
38.935	19429	0.61
38.940	19887	0.62
38.945	20903	0.66
38.950	19339	0.61
38.955	20007	0.63
38.960	18205	0.57
38.965	18480	0.58
38.970	18006	0.57
38.975	18306	0.58
38.980	22437	0.71
38.985	17573	0.55
38.990	18690	0.59
38.995	20710	0.65
39.000	19204	0.60
39.005	20571	0.65
39.010	19849	0.62
39.015	19081	0.60
39.020	20983	0.66
39.025	21300	0.67
39.030	20161	0.63
39.035	19529	0.61
39.040	19701	0.62
39.045	20306	0.64
39.050	19053	0.60
39.055	20659	0.65
39.060	18468	0.58
39.065	15268	0.48
39.070	17760	0.56
39.075	19828	0.62
39.080	20056	0.63
39.085	21474	0.67
39.090	17819	0.56
39.095	16954	0.53
39.100	16668	0.52
39.105	17463	0.55
39.110	22498	0.71
39.115	17062	0.54
39.120	19777	0.62
39.125	18737	0.59
39.130	19732	0.62
39.135	19610	0.62
39.140	13689	0.43
39.145	17511	0.55
39.150	19699	0.62
39.155	18726	0.59
39.160	19547	0.61
39.165	17495	0.55
39.170	19827	0.62
39.175	20829	0.65
39.180	20170	0.63
39.185	17176	0.54
39.190	17699	0.56
39.195	17073	0.54
39.200	20650	0.65
39.205	18240	0.57
39.210	19311	0.61
39.215	20527	0.65
39.220	18034	0.57
39.225	19079	0.60
39.230	18520	0.58
39.235	18607	0.58
39.240	18939	0.60
39.245	15772	0.50
39.250	18355	0.58
39.255	18689	0.59
39.260	16332	0.51
39.265	20460	0.64
39.270	18917	0.59
39.275	20895	0.66
39.280	19867	0.62
39.285	16145	0.51
39.290	19450	0.61
39.295	18621	0.59
39.300	19964	0.63
39.305	20408	0.64
39.310	17088	0.54
39.315	20854	0.66
39.320	18442	0.58
39.325	19155	0.60
39.330	19329	0.61
39.335	17469	0.55
39.340	18143	0.57
39.345	16291	0.51
39.350	18687	0.59
39.355	18492	0.58
39.360	15838	0.50
39.365	19621	0.62
39.370	18919	0.59
39.375	18197	0.57
39.380	18450	0.58
39.385	16155	0.51
39.390	18606	0.58
39.395	18071	0.57
39.400	18672	0.59
39.405	18542	0.58
39.410	17473	0.55
39.415	16726	0.53
39.420	19292	0.61
39.425	19403	0.61
39.430	20177	0.63
39.435	18001	0.57
39.440	17373	0.55
39.445	19822	0.62
39.450	16359	0.51
39.455	19841	0.62
39.460	18804	0.59
39.465	17418	0.55
39.470	20153	0.63
39.475	17331	0.54
39.480	17301	0.54
39.485	17583	0.55
39.490	17528	0.55
39.495	16972	0.53
39.500	16082	0.51
39.505	17138	0.54
39.510	19242	0.60
39.515	15203	0.48
39.520	20348	0.64
39.525	18293	0.57
39.530	19171	0.60
39.535	18167	0.57
39.540	18181	0.57
39.545	15362	0.48
39.550	17446	0.55
39.555	17290	0.54
39.560	21741	0.68
39.565	18307	0.58
39.570	18195	0.57
39.575	17900	0.56
39.580	17875	0.56
39.585	20245	0.64
39.590	18302	0.58
39.595	18084	0.57
39.600	17713	0.56
39.605	17696	0.56
39.610	16474	0.52
39.615	15307	0.48
39.620	21667	0.68
39.625	18322	0.58
39.630	13957	0.44
39.635	18512	0.58
39.640	17405	0.55
39.645	16166	0.51
39.650	16813	0.53
39.655	18537	0.58
39.660	18953	0.60
39.665	20226	0.64
39.670	16905	0.53
39.675	18656	0.59
39.680	18622	0.59
39.685	17600	0.55
39.690	16726	0.53
39.695	14497	0.46
39.700	19873	0.62
39.705	18298	0.58
39.710	18813	0.59
39.715	20120	0.63
39.720	19268	0.61
39.725	18658	0.59
39.730	19640	0.62
39.735	16165	0.51
39.740	19906	0.63
39.745	18150	0.57
39.750	19066	0.60
39.755	19611	0.62
39.760	17658	0.55
39.765	18364	0.58
39.770	18345	0.58
39.775	19275	0.61
39.780	18364	0.58
39.785	16440	0.52
39.790	17025	0.54
39.795	18273	0.57
39.800	18963	0.60
39.805	20145	0.63
39.810	17470	0.55
39.815	18908	0.59
39.820	19634	0.62
39.825	16562	0.52
39.830	18478	0.58
39.835	17308	0.54
39.840	14719	0.46
39.845	19777	0.62
39.850	17582	0.55
39.855	18413	0.58
39.860	17430	0.55
39.865	15869	0.50
39.870	17286	0.54
39.875	16966	0.53
39.880	18102	0.57
39.885	19935	0.63
39.890	18043	0.57
39.895	17300	0.54
39.900	19472	0.61
39.905	17803	0.56
39.910	20029	0.63
39.915	15914	0.50
39.920	16070	0.51
39.925	16638	0.52
39.930	14561	0.46
39.935	17757	0.56
39.940	16477	0.52
39.945	19253	0.61
39.950	19918	0.63
39.955	18241	0.57
39.960	17536	0.55
39.965	18283	0.57
39.970	17608	0.55
39.975	17540	0.55
39.980	16614	0.52
39.985	18215	0.57
39.990	16098	0.51
39.995	18873	0.59
40.000	19422	0.61
40.005	16089	0.51
40.010	20505	0.64
40.015	18083	0.57
40.020	16228	0.51
40.025	19585	0.62
40.030	16585	0.52
40.035	18160	0.57
40.040	18029	0.57
40.045	17523	0.55
40.050	17049	0.54
40.055	17104	0.54
40.060	20343	0.64
40.065	19853	0.62
40.070	14824	0.47
40.075	17809	0.56
40.080	18105	0.57
40.085	17023	0.53
40.090	19749	0.62
40.095	15458	0.49
40.100	18169	0.57
40.105	17189	0.54
40.110	17321	0.54
40.115	18606	0.58
40.120	17752	0.56
40.125	17930	0.56
40.130	17245	0.54
40.135	17142	0.54
40.140	18666	0.59
40.145	16595	0.52
40.150	19481	0.61
40.155	18321	0.58
40.160	17292	0.54
40.165	16479	0.52
40.170	19199	0.60
40.175	17249	0.54
40.180	20041	0.63
40.185	16409	0.52
40.190	17170	0.54
40.195	18265	0.57
40.200	17553	0.55
40.205	17713	0.56
40.210	20976	0.66
40.215	18032	0.57
40.220	16960	0.53
40.225	17355	0.55
40.230	14997	0.47
40.235	18647	0.59
40.240	16100	0.51
40.245	19292	0.61
40.250	18831	0.59
40.255	17458	0.55
40.260	16852	0.53
40.265	18228	0.57
40.270	16266	0.51
40.275	16357	0.51
40.280	14161	0.45
40.285	18087	0.57
40.290	14656	0.46
40.295	16367	0.51
40.300	17594	0.55
40.305	15732	0.49
40.310	17647	0.55
40.315	17335	0.54
40.320	19272	0.61
40.325	18022	0.57
40.330	16655	0.52
40.335	19113	0.60
40.340	15399	0.48
40.345	15414	0.48
40.350	16987	0.53
40.355	18261	0.57
40.360	17181	0.54
40.365	16206	0.51
40.370	18115	0.57
40.375	16888	0.53
40.380	13858	0.44
40.385	18252	0.57
40.390	18146	0.57
40.395	16855	0.53
40.400	17528	0.55
40.405	13991	0.44
40.410	16777	0.53
40.415	15602	0.49
40.420	15588	0.49
40.425	16419	0.52
40.430	17424	0.55
40.435	16125	0.51
40.440	17083	0.54
40.445	17191	0.54
40.450	16808	0.53
40.455	17270	0.54
40.460	16126	0.51
40.465	18340	0.58
40.470	17899	0.56
