[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
15.335	70364	2.21
15.340	68199	2.14
15.345	67040	2.11
15.350	71424	2.24
15.355	71057	2.23
15.360	71066	2.23
15.365	71689	2.25
15.370	69148	2.17
15.375	70819	2.23
15.380	67609	2.12
15.385	71577	2.25
15.390	71100	2.23
15.395	66932	2.10
15.400	66607	2.09
15.405	69156	2.17
15.410	69109	2.17
15.415	68741	2.16
15.420	67749	2.13
15.425	69916	2.20
15.430	69913	2.20
15.435	68400	2.15
15.440	70368	2.21
15.445	67213	2.11
15.450	70143	2.20
15.455	70882	2.23
15.460	70143	2.20
15.465	70050	2.20
15.470	69324	2.18
15.475	70341	2.21
15.480	71862	2.26
15.485	68357	2.15
15.490	69503	2.18
15.495	69544	2.19
15.500	74834	2.35
15.505	72984	2.29
15.510	68910	2.17
15.515	69530	2.19
15.520	71534	2.25
15.525	67081	2.11
15.530	69094	2.17
15.535	68972	2.17
15.540	70159	2.20
15.545	67517	2.12
15.550	68050	2.14
15.555	71795	2.26
15.560	69274	2.18
15.565	68162	2.14
15.570	73531	2.31
15.575	66963	2.10
15.580	65438	2.06
15.585	68519	2.15
15.590	69179	2.17
15.595	69608	2.19
15.600	68358	2.15
15.605	67829	2.13
15.610	70925	2.23
15.615	71432	2.24
15.620	68599	2.16
15.625	66047	2.08
15.630	67215	2.11
15.635	69737	2.19
15.640	66902	2.10
15.645	67554	2.12
15.650	68948	2.17
15.655	69257	2.18
15.660	71916	2.26
15.665	68176	2.14
15.670	68188	2.14
15.675	67112	2.11
15.680	66726	2.10
15.685	70252	2.21
15.690	66189	2.08
15.695	69514	2.18
15.700	69831	2.19
15.705	68019	2.14
15.710	66339	2.08
15.715	67814	2.13
15.720	66847	2.10
15.725	68946	2.17
15.730	67460	2.12
15.735	65426	2.06
15.740	66753	2.10
15.745	67215	2.11
15.750	67352	2.12
15.755	68853	2.16
15.760	66267	2.08
15.765	65438	2.06
15.770	66872	2.10
15.775	66220	2.08
15.780	64442	2.03
15.785	68443	2.15
15.790	65984	2.07
15.795	68095	2.14
15.800	66613	2.09
15.805	63350	1.99
15.810	69155	2.17
15.815	67151	2.11
15.820	66694	2.10
15.825	66579	2.09
15.830	63895	2.01
15.835	66658	2.09
15.840	63979	2.01
15.845	65638	2.06
15.850	67834	2.13
15.855	66123	2.08
15.860	64870	2.04
15.865	67373	2.12
15.870	64060	2.01
15.875	67892	2.13
15.880	67202	2.11
15.885	67327	2.12
15.890	68625	2.16
15.895	62037	1.95
15.900	66734	2.10
15.905	66549	2.09
15.910	65970	2.07
15.915	63445	1.99
15.920	67046	2.11
15.925	65189	2.05
15.930	68252	2.14
15.935	65322	2.05
15.940	65321	2.05
15.945	65853	2.07
15.950	64591	2.03
15.955	70874	2.23
15.960	64723	2.03
15.965	70047	2.20
15.970	66034	2.08
15.975	65160	2.05
15.980	63807	2.01
15.985	65866	2.07
15.990	64711	2.03
15.995	64590	2.03
16.000	63421	1.99
16.005	63235	1.99
16.010	62937	1.98
16.015	64199	2.02
16.020	64242	2.02
16.025	64413	2.02
16.030	67022	2.11
16.035	65905	2.07
16.040	63946	2.01
16.045	67372	2.12
16.050	66733	2.10
16.055	65260	2.05
16.060	65086	2.05
16.065	61315	1.93
16.070	65249	2.05
16.075	64443	2.03
16.080	61285	1.93
16.085	64164	2.02
16.090	65530	2.06
16.095	64047	2.01
16.100	66235	2.08
16.105	65004	2.04
16.110	66076	2.08
16.115	64857	2.04
16.120	61384	1.93
16.125	65284	2.05
16.130	66030	2.08
16.135	60702	1.91
16.140	63038	1.98
16.145	63991	2.01
16.150	63282	1.99
16.155	65782	2.07
16.160	65770	2.07
16.165	64826	2.04
16.170	63248	1.99
16.175	66961	2.10
16.180	60943	1.92
16.185	63967	2.01
16.190	65474	2.06
16.195	63001	1.98
16.200	64179	2.02
16.205	63476	1.99
16.210	63772	2.00
16.215	62598	1.97
16.220	60494	1.90
16.225	62915	1.98
16.230	66784	2.10
16.235	64527	2.03
16.240	61622	1.94
16.245	62074	1.95
16.250	67618	2.12
16.255	65485	2.06
16.260	60089	1.89
16.265	63431	1.99
16.270	62921	1.98
16.275	63972	2.01
16.280	63669	2.00
16.285	64023	2.01
16.290	65070	2.04
16.295	62499	1.96
16.300	63047	1.98
16.305	66066	2.08
16.310	65016	2.04
16.315	60721	1.91
16.320	64553	2.03
16.325	60392	1.90
16.330	64194	2.02
16.335	65683	2.06
16.340	63508	2.00
16.345	64095	2.01
16.350	63188	1.99
16.355	64597	2.03
16.360	63443	1.99
16.365	62683	1.97
16.370	64857	2.04
16.375	61366	1.93
16.380	63101	1.98
16.385	63132	1.98
16.390	60528	1.90
16.395	64826	2.04
16.400	62037	1.95
16.405	59725	1.88
16.410	60169	1.89
16.415	62896	1.98
16.420	62423	1.96
16.425	59421	1.87
16.430	63841	2.01
16.435	61803	1.94
16.440	62314	1.96
16.445	63128	1.98
16.450	61384	1.93
16.455	63134	1.98
16.460	64251	2.02
16.465	62065	1.95
16.470	62309	1.96
16.475	61786	1.94
16.480	61628	1.94
16.485	62307	1.96
16.490	63846	2.01
16.495	60821	1.91
16.500	62931	1.98
16.505	59969	1.88
16.510	61360	1.93
16.515	65654	2.06
16.520	62712	1.97
16.525	64732	2.03
16.530	64683	2.03
16.535	61142	1.92
16.540	64335	2.02
16.545	62323	1.96
16.550	61308	1.93
16.555	61185	1.92
16.560	58896	1.85
16.565	64244	2.02
16.570	63557	2.00
16.575	60630	1.91
16.580	66711	2.10
16.585	59466	1.87
16.590	62456	1.96
16.595	64940	2.04
16.600	61240	1.92
16.605	64915	2.04
16.610	59553	1.87
16.615	59834	1.88
16.620	60691	1.91
16.625	58220	1.83
16.630	62848	1.98
16.635	61775	1.94
16.640	61942	1.95
16.645	66645	2.09
16.650	60182	1.89
16.655	63321	1.99
16.660	61904	1.95
16.665	61729	1.94
16.670	59643	1.87
16.675	58496	1.84
16.680	63133	1.98
16.685	63483	2.00
16.690	59765	1.88
16.695	61278	1.93
16.700	61814	1.94
16.705	61296	1.93
16.710	62744	1.97
16.715	62359	1.96
16.720	63138	1.98
16.725	64140	2.02
16.730	61628	1.94
16.735	62694	1.97
16.740	59622	1.87
16.745	56327	1.77
16.750	61222	1.92
16.755	59170	1.86
16.760	61672	1.94
16.765	62604	1.97
16.770	62003	1.95
16.775	60812	1.91
16.780	59210	1.86
16.785	62495	1.96
16.790	62227	1.96
16.795	58391	1.84
16.800	60987	1.92
16.805	63409	1.99
16.810	61009	1.92
16.815	62580	1.97
16.820	59723	1.88
16.825	58747	1.85
16.830	65177	2.05
16.835	58753	1.85
16.840	60816	1.91
16.845	60517	1.90
16.850	64369	2.02
16.855	61783	1.94
16.860	62976	1.98
16.865	61191	1.92
16.870	63061	1.98
16.875	57970	1.82
16.880	61173	1.92
16.885	61194	1.92
16.890	57908	1.82
16.895	62009	1.95
16.900	61572	1.93
16.905	61626	1.94
16.910	59970	1.88
16.915	60502	1.90
16.920	59284	1.86
16.925	59281	1.86
16.930	60476	1.90
16.935	60530	1.90
16.940	62169	1.95
16.945	60322	1.90
16.950	62413	1.96
16.955	62027	1.95
16.960	62713	1.97
16.965	60363	1.90
16.970	62908	1.98
16.975	61330	1.93
16.980	62988	1.98
16.985	64096	2.01
16.990	58544	1.84
16.995	62044	1.95
17.000	58275	1.83
17.005	61621	1.94
17.010	64951	2.04
17.015	56778	1.78
17.020	59658	1.87
17.025	57524	1.81
17.030	59997	1.89
17.035	58722	1.85
17.040	60231	1.89
17.045	63012	1.98
17.050	61435	1.93
17.055	57886	1.82
17.060	61352	1.93
17.065	57068	1.79
17.070	61279	1.93
17.075	59807	1.88
17.080	64437	2.03
17.085	61007	1.92
17.090	58966	1.85
17.095	59551	1.87
17.100	60726	1.91
17.105	61004	1.92
17.110	59590	1.87
17.115	62914	1.98
17.120	59530	1.87
17.125	60176	1.89
17.130	58244	1.83
17.135	60581	1.90
17.140	58565	1.84
17.145	61675	1.94
17.150	60121	1.89
17.155	60714	1.91
17.160	61752	1.94
17.165	62072	1.95
17.170	61387	1.93
17.175	63063	1.98
17.180	61158	1.92
17.185	61423	1.93
17.190	59730	1.88
17.195	61949	1.95
17.200	61203	1.92
17.205	61621	1.94
17.210	58382	1.83
17.215	66460	2.09
17.220	56961	1.79
17.225	60840	1.91
17.230	66595	2.09
17.235	59649	1.87
17.240	62658	1.97
17.245	59525	1.87
17.250	57799	1.82
17.255	62290	1.96
17.260	59577	1.87
17.265	62169	1.95
17.270	59835	1.88
17.275	57782	1.82
17.280	58402	1.84
17.285	61370	1.93
17.290	61031	1.92
17.295	57755	1.82
17.300	60363	1.90
17.305	61040	1.92
17.310	61484	1.93
17.315	61209	1.92
17.320	62940	1.98
17.325	60115	1.89
17.330	63501	2.00
17.335	58893	1.85
17.340	59952	1.88
17.345	57216	1.80
17.350	57152	1.80
17.355	61424	1.93
17.360	60835	1.91
17.365	59596	1.87
17.370	62031	1.95
17.375	58266	1.83
17.380	58140	1.83
17.385	57247	1.80
17.390	58546	1.84
17.395	57149	1.80
17.400	61028	1.92
17.405	59879	1.88
17.410	59384	1.87
17.415	61508	1.93
17.420	63142	1.98
17.425	63993	2.01
17.430	63732	2.00
17.435	64837	2.04
17.440	64429	2.02
17.445	68027	2.14
17.450	67839	2.13
17.455	67715	2.13
17.460	66145	2.08
17.465	66220	2.08
17.470	65931	2.07
17.475	63106	1.98
17.480	62563	1.97
17.485	66423	2.09
17.490	64525	2.03
17.495	63417	1.99
17.500	66450	2.09
17.505	64635	2.03
17.510	65234	2.05
17.515	62819	1.97
17.520	64954	2.04
17.525	63244	1.99
17.530	63267	1.99
17.535	65440	2.06
17.540	65157	2.05
17.545	66114	2.08
17.550	65097	2.05
17.555	64365	2.02
17.560	65062	2.04
17.565	62130	1.95
17.570	63319	1.99
17.575	62094	1.95
17.580	61978	1.95
17.585	64644	2.03
17.590	65157	2.05
17.595	64405	2.02
17.600	64219	2.02
17.605	63395	1.99
17.610	64664	2.03
17.615	65137	2.05
17.620	62496	1.96
17.625	63130	1.98
17.630	58002	1.82
17.635	64273	2.02
17.640	61117	1.92
17.645	63249	1.99
17.650	61728	1.94
17.655	57809	1.82
17.660	61098	1.92
17.665	64214	2.02
17.670	61392	1.93
17.675	62840	1.97
17.680	63434	1.99
17.685	62140	1.95
17.690	63714	2.00
17.695	62182	1.95
17.700	65169	2.05
17.705	62453	1.96
17.710	63623	2.00
17.715	62644	1.97
17.720	60284	1.89
17.725	62111	1.95
17.730	61564	1.93
17.735	59284	1.86
17.740	66161	2.08
17.745	61801	1.94
17.750	64604	2.03
17.755	64137	2.02
17.760	62552	1.97
17.765	61270	1.93
17.770	63469	1.99
17.775	58324	1.83
17.780	61642	1.94
17.785	59922	1.88
17.790	64200	2.02
17.795	64377	2.02
17.800	61251	1.92
17.805	63515	2.00
17.810	59777	1.88
17.815	61499	1.93
17.820	61505	1.93
17.825	58737	1.85
17.830	62341	1.96
17.835	61767	1.94
17.840	57256	1.80
17.845	61016	1.92
17.850	60794	1.91
17.855	59461	1.87
17.860	60214	1.89
17.865	61977	1.95
17.870	59931	1.88
17.875	64313	2.02
17.880	60488	1.90
17.885	63676	2.00
17.890	58883	1.85
17.895	63420	1.99
17.900	61548	1.93
17.905	60349	1.90
17.910	63571	2.00
17.915	59679	1.88
17.920	63835	2.01
17.925	63289	1.99
17.930	61443	1.93
17.935	62827	1.97
17.940	59500	1.87
17.945	60784	1.91
17.950	62254	1.96
17.955	59027	1.85
17.960	61590	1.94
17.965	57493	1.81
17.970	61117	1.92
17.975	59541	1.87
17.980	60491	1.90
17.985	60370	1.90
17.990	62888	1.98
17.995	62905	1.98
18.000	60093	1.89
18.005	59335	1.86
18.010	62166	1.95
18.015	59834	1.88
18.020	61692	1.94
18.025	59460	1.87
18.030	60298	1.89
18.035	60728	1.91
18.040	63823	2.01
18.045	60025	1.89
18.050	60914	1.91
18.055	61446	1.93
18.060	59281	1.86
18.065	59319	1.86
18.070	60582	1.90
18.075	61127	1.92
18.080	60010	1.89
18.085	61502	1.93
18.090	60547	1.90
18.095	59629	1.87
18.100	60236	1.89
18.105	62363	1.96
18.110	57183	1.80
18.115	61984	1.95
18.120	53330	1.68
18.125	60355	1.90
18.130	62074	1.95
18.135	58024	1.82
18.140	61821	1.94
18.145	60376	1.90
18.150	59976	1.88
18.155	61628	1.94
18.160	58810	1.85
18.165	58150	1.83
18.170	62173	1.95
18.175	60565	1.90
18.180	60783	1.91
18.185	58731	1.85
18.190	60406	1.90
18.195	60408	1.90
18.200	57348	1.80
18.205	57790	1.82
18.210	57458	1.81
18.215	59123	1.86
18.220	60165	1.89
18.225	61344	1.93
18.230	57565	1.81
18.235	57696	1.81
18.240	58213	1.83
18.245	60168	1.89
18.250	58563	1.84
18.255	61047	1.92
18.260	60527	1.90
18.265	61277	1.93
18.270	59022	1.85
18.275	57434	1.80
18.280	58829	1.85
18.285	59660	1.87
18.290	60436	1.90
18.295	57109	1.79
18.300	57488	1.81
18.305	57372	1.80
18.310	59590	1.87
18.315	57356	1.80
18.320	59500	1.87
18.325	61547	1.93
18.330	57327	1.80
18.335	59324	1.86
18.340	57212	1.80
18.345	60283	1.89
18.350	57996	1.82
18.355	58233	1.83
18.360	60766	1.91
18.365	57808	1.82
18.370	59738	1.88
18.375	60373	1.90
18.380	57945	1.82
18.385	59106	1.86
18.390	58083	1.83
18.395	59053	1.86
18.400	61054	1.92
18.405	56777	1.78
18.410	59841	1.88
18.415	59636	1.87
18.420	57959	1.82
18.425	57067	1.79
18.430	59520	1.87
18.435	57882	1.82
18.440	58992	1.85
18.445	57366	1.80
18.450	57713	1.81
18.455	54026	1.70
18.460	59110	1.86
18.465	58821	1.85
18.470	56665	1.78
18.475	60173	1.89
18.480	55679	1.75
18.485	58454	1.84
18.490	59576	1.87
18.495	57564	1.81
18.500	57440	1.81
18.505	59776	1.88
18.510	57539	1.81
18.515	59854	1.88
18.520	58717	1.85
18.525	58103	1.83
18.530	56845	1.79
18.535	56865	1.79
18.540	56947	1.79
18.545	57456	1.81
18.550	57842	1.82
18.555	57174	1.80
18.560	58316	1.83
18.565	59031	1.86
18.570	57444	1.81
18.575	59462	1.87
18.580	55891	1.76
18.585	55402	1.74
18.590	55449	1.74
18.595	56578	1.78
18.600	57052	1.79
18.605	58616	1.84
18.610	57598	1.81
18.615	56741	1.78
18.620	58245	1.83
18.625	55460	1.74
18.630	57770	1.82
18.635	56755	1.78
18.640	56634	1.78
18.645	59447	1.87
18.650	52918	1.66
18.655	60228	1.89
18.660	57943	1.82
18.665	53267	1.67
18.670	59172	1.86
18.675	55799	1.75
18.680	57475	1.81
18.685	60297	1.89
18.690	56919	1.79
18.695	60527	1.90
18.700	54012	1.70
18.705	57746	1.81
18.710	58731	1.85
18.715	56716	1.78
18.720	59207	1.86
18.725	58240	1.83
18.730	56873	1.79
18.735	57901	1.82
18.740	55740	1.75
18.745	56621	1.78
18.750	57827	1.82
18.755	55031	1.73
18.760	56583	1.78
18.765	57882	1.82
18.770	57838	1.82
18.775	54456	1.71
18.780	58261	1.83
18.785	58062	1.82
18.790	53672	1.69
18.795	58745	1.85
18.800	58224	1.83
18.805	54547	1.71
18.810	57782	1.82
18.815	57424	1.80
18.820	55782	1.75
18.825	56363	1.77
18.830	56549	1.78
18.835	56541	1.78
18.840	54231	1.70
18.845	56876	1.79
18.850	53942	1.70
18.855	55853	1.76
18.860	59346	1.87
18.865	59761	1.88
18.870	56700	1.78
18.875	55448	1.74
18.880	55215	1.74
18.885	54878	1.72
18.890	54231	1.70
18.895	54461	1.71
18.900	57708	1.81
18.905	56728	1.78
18.910	57218	1.80
18.915	56137	1.76
18.920	57175	1.80
18.925	55437	1.74
18.930	55733	1.75
18.935	55842	1.75
18.940	58161	1.83
18.945	56968	1.79
18.950	57132	1.80
18.955	56843	1.79
18.960	55201	1.73
18.965	57865	1.82
18.970	58485	1.84
18.975	55992	1.76
18.980	57515	1.81
18.985	55299	1.74
18.990	59553	1.87
18.995	54437	1.71
19.000	53707	1.69
19.005	56869	1.79
19.010	55830	1.75
19.015	54861	1.72
19.020	56179	1.77
19.025	55051	1.73
19.030	57160	1.80
19.035	57986	1.82
19.040	53520	1.68
19.045	56414	1.77
19.050	54293	1.71
19.055	57431	1.80
19.060	55901	1.76
19.065	56904	1.79
19.070	55276	1.74
19.075	53819	1.69
19.080	57614	1.81
19.085	59494	1.87
19.090	55661	1.75
19.095	57683	1.81
19.100	54416	1.71
19.105	56618	1.78
19.110	57364	1.80
19.115	54659	1.72
19.120	58858	1.85
19.125	53856	1.69
19.130	55803	1.75
19.135	56360	1.77
19.140	55452	1.74
19.145	56380	1.77
19.150	58036	1.82
19.155	54655	1.72
19.160	56406	1.77
19.165	57838	1.82
19.170	55399	1.74
19.175	56869	1.79
19.180	56286	1.77
19.185	56850	1.79
19.190	56967	1.79
19.195	54190	1.70
19.200	55443	1.74
19.205	56145	1.76
19.210	53273	1.67
19.215	55463	1.74
19.220	55147	1.73
19.225	57795	1.82
19.230	56042	1.76
19.235	57361	1.80
19.240	53183	1.67
19.245	52292	1.64
19.250	61225	1.92
19.255	54540	1.71
19.260	55561	1.75
19.265	54643	1.72
19.270	52902	1.66
19.275	55377	1.74
19.280	53913	1.69
19.285	54780	1.72
19.290	56832	1.79
19.295	56269	1.77
19.300	55362	1.74
19.305	53049	1.67
19.310	52645	1.65
19.315	53752	1.69
19.320	55098	1.73
19.325	53624	1.69
19.330	54666	1.72
19.335	52256	1.64
19.340	55036	1.73
19.345	57777	1.82
19.350	56371	1.77
19.355	54346	1.71
19.360	53958	1.70
19.365	55642	1.75
19.370	56967	1.79
19.375	52189	1.64
19.380	57073	1.79
19.385	56746	1.78
19.390	52455	1.65
19.395	55706	1.75
19.400	54103	1.70
19.405	55706	1.75
19.410	56744	1.78
19.415	54862	1.72
19.420	54735	1.72
19.425	53993	1.70
19.430	54207	1.70
19.435	53684	1.69
19.440	53465	1.68
19.445	53067	1.67
19.450	55030	1.73
19.455	52699	1.66
19.460	56568	1.78
19.465	55951	1.76
19.470	51999	1.63
19.475	55392	1.74
19.480	52269	1.64
19.485	55760	1.75
19.490	57125	1.80
19.495	55699	1.75
19.500	53886	1.69
19.505	55780	1.75
19.510	50606	1.59
19.515	52846	1.66
19.520	54297	1.71
19.525	54746	1.72
19.530	54613	1.72
19.535	54253	1.70
19.540	54305	1.71
19.545	53455	1.68
19.550	55240	1.74
19.555	53169	1.67
19.560	56784	1.78
19.565	54763	1.72
19.570	51709	1.63
19.575	56543	1.78
19.580	53621	1.69
19.585	53651	1.69
19.590	54835	1.72
19.595	54940	1.73
19.600	58470	1.84
19.605	54049	1.70
19.610	53449	1.68
19.615	53543	1.68
19.620	54056	1.70
19.625	55950	1.76
19.630	54433	1.71
19.635	52911	1.66
19.640	54897	1.73
19.645	53529	1.68
19.650	54125	1.70
19.655	54448	1.71
19.660	53479	1.68
19.665	53915	1.69
19.670	55363	1.74
19.675	53975	1.70
19.680	55411	1.74
19.685	55593	1.75
19.690	55955	1.76
19.695	52359	1.65
19.700	49920	1.57
19.705	54585	1.72
19.710	51366	1.61
19.715	55084	1.73
19.720	54472	1.71
19.725	53311	1.68
19.730	54082	1.70
19.735	54301	1.71
19.740	55845	1.75
19.745	55263	1.74
19.750	49220	1.55
19.755	55993	1.76
19.760	54283	1.71
19.765	52615	1.65
19.770	57251	1.80
19.775	52655	1.65
19.780	52957	1.66
19.785	55413	1.74
19.790	51802	1.63
19.795	50202	1.58
19.800	51152	1.61
19.805	56766	1.78
19.810	56450	1.77
19.815	54346	1.71
19.820	52857	1.66
19.825	52541	1.65
19.830	53700	1.69
19.835	52889	1.66
19.840	50447	1.59
19.845	54877	1.72
19.850	53849	1.69
19.855	52577	1.65
19.860	55316	1.74
19.865	54134	1.70
19.870	52547	1.65
19.875	54742	1.72
19.880	51264	1.61
19.885	52140	1.64
19.890	54201	1.70
19.895	53687	1.69
19.900	53593	1.68
19.905	54397	1.71
19.910	54514	1.71
19.915	52128	1.64
19.920	54471	1.71
19.925	54413	1.71
19.930	53100	1.67
19.935	53452	1.68
19.940	54510	1.71
19.945	52241	1.64
19.950	53598	1.68
19.955	50229	1.58
19.960	55189	1.73
19.965	53462	1.68
19.970	54790	1.72
19.975	53862	1.69
19.980	52957	1.66
19.985	53620	1.69
19.990	54589	1.72
19.995	52100	1.64
20.000	53137	1.67
20.005	55782	1.75
20.010	50398	1.58
20.015	54090	1.70
20.020	53245	1.67
20.025	51189	1.61
20.030	54183	1.70
20.035	52678	1.66
20.040	52869	1.66
20.045	52766	1.66
20.050	51998	1.63
20.055	56278	1.77
20.060	52928	1.66
20.065	52497	1.65
20.070	52627	1.65
20.075	52788	1.66
20.080	53261	1.67
20.085	52527	1.65
20.090	54857	1.72
20.095	50943	1.60
20.100	50721	1.59
20.105	53637	1.69
20.110	53606	1.68
20.115	57396	1.80
20.120	53366	1.68
20.125	48836	1.53
20.130	51955	1.63
20.135	51824	1.63
20.140	51512	1.62
20.145	53967	1.70
20.150	51851	1.63
20.155	52984	1.67
20.160	52865	1.66
20.165	50568	1.59
20.170	54228	1.70
20.175	52171	1.64
20.180	53295	1.67
20.185	52995	1.67
20.190	50756	1.60
20.195	53170	1.67
20.200	54133	1.70
20.205	53913	1.69
20.210	54225	1.70
20.215	49425	1.55
20.220	52601	1.65
20.225	51954	1.63
20.230	54748	1.72
20.235	52629	1.65
20.240	50880	1.60
20.245	51845	1.63
20.250	53096	1.67
20.255	53472	1.68
20.260	50869	1.60
20.265	52068	1.64
20.270	51635	1.62
20.275	53132	1.67
20.280	53917	1.69
20.285	51344	1.61
20.290	51622	1.62
20.295	53418	1.68
20.300	52995	1.67
20.305	51381	1.61
20.310	50268	1.58
20.315	52036	1.64
20.320	52149	1.64
20.325	49976	1.57
20.330	50024	1.57
20.335	51907	1.63
20.340	51013	1.60
20.345	51239	1.61
20.350	49316	1.55
20.355	49704	1.56
20.360	51730	1.63
20.365	51314	1.61
20.370	49456	1.55
20.375	52771	1.66
20.380	49098	1.54
20.385	52634	1.65
20.390	52995	1.67
20.395	49566	1.56
20.400	50173	1.58
20.405	49934	1.57
20.410	53399	1.68
20.415	50650	1.59
20.420	51037	1.60
20.425	52064	1.64
20.430	53322	1.68
20.435	52010	1.63
20.440	54090	1.70
20.445	51034	1.60
20.450	52200	1.64
20.455	50701	1.59
20.460	52568	1.65
20.465	53280	1.67
20.470	49728	1.56
20.475	55278	1.74
20.480	50072	1.57
20.485	49573	1.56
20.490	53106	1.67
20.495	50980	1.60
20.500	49241	1.55
20.505	50848	1.60
20.510	51182	1.61
20.515	54039	1.70
20.520	53963	1.70
20.525	53152	1.67
20.530	50829	1.60
20.535	50091	1.57
20.540	51282	1.61
20.545	52925	1.66
20.550	50406	1.58
20.555	50848	1.60
20.560	49475	1.55
20.565	50474	1.59
20.570	52967	1.66
20.575	48951	1.54
20.580	53777	1.69
20.585	49963	1.57
20.590	52597	1.65
20.595	51799	1.63
20.600	52078	1.64
20.605	55283	1.74
20.610	54474	1.71
20.615	50371	1.58
20.620	52655	1.65
20.625	49469	1.55
20.630	50284	1.58
20.635	52505	1.65
20.640	53927	1.69
20.645	52468	1.65
20.650	50265	1.58
20.655	52877	1.66
20.660	50682	1.59
20.665	51893	1.63
20.670	49299	1.55
20.675	51064	1.60
20.680	49944	1.57
20.685	51698	1.62
20.690	48668	1.53
20.695	52679	1.66
20.700	49332	1.55
20.705	54594	1.72
20.710	53649	1.69
20.715	52574	1.65
20.720	53300	1.68
20.725	49672	1.56
20.730	48419	1.52
20.735	51249	1.61
20.740	51903	1.63
20.745	50102	1.57
20.750	51704	1.62
20.755	50170	1.58
20.760	50918	1.60
20.765	51259	1.61
20.770	50726	1.59
20.775	51922	1.63
20.780	48108	1.51
20.785	50197	1.58
20.790	53251	1.67
20.795	48967	1.54
20.800	54984	1.73
20.805	50710	1.59
20.810	52875	1.66
20.815	52782	1.66
20.820	50377	1.58
20.825	54134	1.70
20.830	49739	1.56
20.835	50443	1.59
20.840	50815	1.60
20.845	51443	1.62
20.850	50914	1.60
20.855	52307	1.64
20.860	48132	1.51
20.865	50624	1.59
20.870	48753	1.53
20.875	51648	1.62
20.880	50654	1.59
20.885	49539	1.56
20.890	52539	1.65
20.895	52763	1.66
20.900	53210	1.67
20.905	52098	1.64
20.910	50496	1.59
20.915	48854	1.54
20.920	51963	1.63
20.925	48653	1.53
20.930	51835	1.63
20.935	51140	1.61
20.940	54791	1.72
20.945	53162	1.67
20.950	49282	1.55
20.955	52248	1.64
20.960	50947	1.60
20.965	49204	1.55
20.970	52562	1.65
20.975	49631	1.56
20.980	47871	1.50
20.985	51017	1.60
20.990	50306	1.58
20.995	51069	1.60
21.000	52120	1.64
21.005	52723	1.66
21.010	49514	1.56
21.015	48248	1.52
21.020	52219	1.64
21.025	50715	1.59
21.030	48693	1.53
21.035	49747	1.56
21.040	49799	1.56
21.045	52027	1.64
21.050	54168	1.70
21.055	48287	1.52
21.060	53417	1.68
21.065	50087	1.57
21.070	48680	1.53
21.075	52169	1.64
21.080	50803	1.60
21.085	54585	1.72
21.090	46202	1.45
21.095	51467	1.62
21.100	53622	1.69
21.105	49845	1.57
21.110	50099	1.57
21.115	51100	1.61
21.120	48783	1.53
21.125	50667	1.59
21.130	44367	1.39
21.135	51328	1.61
21.140	49407	1.55
21.145	48941	1.54
21.150	50827	1.60
21.155	50326	1.58
21.160	49982	1.57
21.165	51438	1.62
21.170	51760	1.63
21.175	52701	1.66
21.180	51747	1.63
21.185	51241	1.61
21.190	49288	1.55
21.195	52191	1.64
21.200	50532	1.59
21.205	50894	1.60
21.210	51543	1.62
21.215	51201	1.61
21.220	49854	1.57
21.225	48655	1.53
21.230	48899	1.54
21.235	49127	1.54
21.240	49085	1.54
21.245	50618	1.59
21.250	49456	1.55
21.255	49889	1.57
21.260	50409	1.58
21.265	46544	1.46
21.270	51245	1.61
21.275	49471	1.55
21.280	51417	1.62
21.285	51326	1.61
21.290	49356	1.55
21.295	50260	1.58
21.300	51561	1.62
21.305	52470	1.65
21.310	52553	1.65
21.315	48853	1.54
21.320	48171	1.51
21.325	46780	1.47
21.330	47308	1.49
21.335	51693	1.62
21.340	50925	1.60
21.345	51188	1.61
21.350	51182	1.61
21.355	48813	1.53
21.360	50571	1.59
21.365	48470	1.52
21.370	52925	1.66
21.375	48048	1.51
21.380	50345	1.58
21.385	52165	1.64
21.390	50599	1.59
21.395	51719	1.63
21.400	52072	1.64
21.405	46866	1.47
21.410	52441	1.65
21.415	48124	1.51
21.420	51082	1.61
21.425	51795	1.63
21.430	51035	1.60
21.435	54013	1.70
21.440	52374	1.65
21.445	48430	1.52
21.450	49177	1.55
21.455	49005	1.54
21.460	47190	1.48
21.465	52644	1.65
21.470	47528	1.49
21.475	52181	1.64
21.480	48736	1.53
21.485	48524	1.52
21.490	48882	1.54
21.495	49505	1.56
21.500	50622	1.59
21.505	49667	1.56
21.510	48226	1.52
21.515	49082	1.54
21.520	48742	1.53
21.525	51828	1.63
21.530	50722	1.59
21.535	47097	1.48
21.540	51434	1.62
21.545	51225	1.61
21.550	49336	1.55
21.555	51835	1.63
21.560	49301	1.55
21.565	52114	1.64
21.570	50495	1.59
21.575	48272	1.52
21.580	51073	1.61
21.585	49887	1.57
21.590	48888	1.54
21.595	50843	1.60
21.600	47374	1.49
21.605	50529	1.59
21.610	48475	1.52
21.615	47731	1.50
